年份,公司代號,公司名稱,ROE,ROA
1999,2852,第一保,1.88,6.66
2000,2852,第一保,2.54,7.42
2001,2852,第一保,          1.61,4.6
2002,2852,第一保,2.45,7.97
2003,2852,第一保,5.45,17.13
2004,2852,第一保,6.03,17.91
2005,2852,第一保,0.6,1.76
2006,2852,第一保,6.8,19.48
2007,2852,第一保,3.3,9.24
2008,2852,第一保,0.38,1.42
2009,2852,第一保,1.57,5.71
2010,2852,第一保,5.94,18.94
2011,2852,第一保,3.2,10.19
2013,2852,第一保,5.23,14.77
2014,2852,第一保,3.06,8.48
2015,2852,第一保,1.41,3.98
2016,2852,第一保,3.3,9.33
2017,2852,第一保,3.07,8.31
2018,2852,第一保,3.2,8.42
2019,2852,第一保,3.68,9.09
2020,2852,第一保,0.96,          2.25
2021,2852,第一保,3.36,7.88
2022,2852,第一保,          3.24,          7.53
