年份,公司代號,公司名稱,ROE,ROA
1993,9925,新保,16.29,34.27
1994,9925,新保,14.57,28.5
1995,9925,新保,11.85,18.56
1996,9925,新保,13.71,19.2
1998,9925,新保,9.2,11.16
1999,9925,新保,8.8,10.61
2000,9925,新保,9.91,12.37
2001,9925,新保,          7.39,9.47
2002,9925,新保,5.59,7.69
2003,9925,新保,10.88,16.01
2004,9925,新保,10.03,14.79
2005,9925,新保,11.03,15.67
2006,9925,新保,11.49,15.35
2007,9925,新保,11.73,15.39
2008,9925,新保,8.57,11.63
2009,9925,新保,11.16,15.14
2010,9925,新保,9.78,12.79
2011,9925,新保,10.82,14.2
2013,9925,新保,7.77,13.24
2014,9925,新保,7.27,11.57
2015,9925,新保,7.57,11.84
2016,9925,新保,6.92,10.22
2017,9925,新保,6.78,9.47
2018,9925,新保,6.01,8.37
2019,9925,新保,5.62,8.21
2020,9925,新保,5.84,          8.74
2021,9925,新保,6.05,9.06
2022,9925,新保,          5.96,          8.91
